Country_One,Country_Two,Similarity
afghanistan,ägypten,0.2456312626865775
afghanistan,albanien,0.31810929305960706
afghanistan,algerien,0.3213567136937883
afghanistan,angola,0.38583894119273476
afghanistan,argentinien,0.21309215799695305
afghanistan,armenien,0.21365442377427774
afghanistan,aserbaidschan,0.32193561198954534
afghanistan,äthiopien,0.3121257348447707
afghanistan,australien,0.20052875126255826
afghanistan,bangladesch,0.3731690083258142
afghanistan,belarus,0.2777888613935213
afghanistan,belgien,0.18983016199552166
afghanistan,bosnien_und_herzegowina,0.2839818192308489
afghanistan,brasilien,0.18525428935483565
afghanistan,bulgarien,0.1488544568761261
afghanistan,chile,0.27184642798246184
afghanistan,china,0.24158357824914714
afghanistan,dänemark,0.1419909724064018
afghanistan,estland,0.11780370875309124
afghanistan,finnland,0.16976885560375826
afghanistan,frankreich,0.21930723624388415
afghanistan,georgien,0.3428991717192028
afghanistan,ghana,0.20043420672097192
afghanistan,griechenland,0.18616420133277062
afghanistan,hongkong,0.1930226064544488
afghanistan,indien,0.22190336353104506
afghanistan,indonesien,0.3166990725332473
afghanistan,irak,0.5818662309158862
afghanistan,iran,0.37658371392199624
afghanistan,irland,0.15301221634416584
afghanistan,island,0.240302779112817
afghanistan,israel,0.3297829520544231
afghanistan,italien,0.18991632347603332
afghanistan,japan,0.16114916258871498
afghanistan,kambodscha,0.37627697108603775
afghanistan,kanada,0.27341487648185386
afghanistan,kasachstan,0.18197388717427382
afghanistan,kenia,0.2346951423954211
afghanistan,kolumbien,0.377492935635622
afghanistan,kongo,0.4940585495581782
afghanistan,kroatien,0.25327251236194676
afghanistan,kuba,0.25289742173639707
afghanistan,lettland,0.10820219967817496
afghanistan,libyen,0.23939979588699029
afghanistan,litauen,0.0996930022756593
afghanistan,luxemburg,0.16832263793075727
afghanistan,malaysia,0.18306985741477966
afghanistan,mali,0.29610250256563064
afghanistan,malta,0.157328699656729
afghanistan,mazedonien,0.3461839303265239
afghanistan,mexiko,0.1998231586553051
afghanistan,montenegro,0.26373725281600147
afghanistan,mosambik,0.21343255117891513
afghanistan,namibia,0.20517782954586508
afghanistan,nepal,0.2180593756023461
afghanistan,neuseeland,0.24414013297368833
afghanistan,niederlande,0.22579528191002535
afghanistan,niger,0.18325533941483557
afghanistan,nigeria,0.24486673844723542
afghanistan,nordkorea,0.318127717617369
afghanistan,norwegen,0.21572350342014618
afghanistan,österreich,0.13004061480336918
afghanistan,pakistan,0.5280031042682066
afghanistan,philippinen,0.21221929422421043
afghanistan,polen,0.14489165530775042
afghanistan,portugal,0.16147079980750073
afghanistan,ruanda,0.2862767556386951
afghanistan,rumänien,0.1612892030511514
afghanistan,saudi_arabien,0.23076929728321782
afghanistan,schweden,0.15323657541400235
afghanistan,schweiz,0.1539208850140756
afghanistan,senegal,0.281542891542938
afghanistan,serbien,0.28722813900321553
afghanistan,singapur,0.21315904376162506
afghanistan,slowakei,0.13548710240965228
afghanistan,slowenien,0.15269996961129295
afghanistan,somalia,0.4050718009476654
afghanistan,spanien,0.20736564572542887
afghanistan,südafrika,0.22292766838835562
afghanistan,sudan,0.4938234344954468
afghanistan,südkorea,0.21653547118253874
afghanistan,südsudan,0.38965022043001685
afghanistan,syrien,0.3348320169680926
afghanistan,tansania,0.19663963259915623
afghanistan,thailand,0.22111149762190446
afghanistan,tschechien,0.11156380003638838
afghanistan,türkei,0.24657678757649243
afghanistan,uganda,0.24976044126515118
afghanistan,ukraine,0.2895469168609641
afghanistan,ungarn,0.21661640661144516
afghanistan,usa,0.2867309444647296
afghanistan,vereinigtes_königreich,0.1808948018916836
afghanistan,vietnam,0.28775594536948174
afghanistan,zypern,0.17830344691403704
ägypten,albanien,0.2584835885323524
ägypten,algerien,0.31494480258438207
ägypten,angola,0.2825165387439007
ägypten,argentinien,0.3250136290956489
ägypten,armenien,0.2942954145136719
ägypten,aserbaidschan,0.3514557092638543
ägypten,äthiopien,0.34278329277167674
ägypten,australien,0.30096297074336575
ägypten,bangladesch,0.3424048233789069
ägypten,belarus,0.2142313206856837
ägypten,belgien,0.2668340167557822
ägypten,bosnien_und_herzegowina,0.14494865800581158
ägypten,brasilien,0.312264502521112
ägypten,bulgarien,0.219925265213564
ägypten,chile,0.3736537002801458
ägypten,china,0.4018076988848366
ägypten,dänemark,0.2592906056482817
