Country_One,Country_Two,Similarity
afghanistan,ägypten,0.3897074770389033
afghanistan,albanien,0.25093642265203997
afghanistan,algerien,0.2884246774181265
afghanistan,angola,0.32245600472274405
afghanistan,argentinien,0.2585648673693966
afghanistan,armenien,0.24012822789876948
afghanistan,aserbaidschan,0.21337968961219317
afghanistan,äthiopien,0.30797832117023255
afghanistan,australien,0.1587802795033312
afghanistan,bangladesch,0.24844636794449199
afghanistan,belarus,0.2923581684287049
afghanistan,belgien,0.06622502669291219
afghanistan,bosnien_und_herzegowina,0.3535892014293425
afghanistan,brasilien,0.21591614418062677
afghanistan,bulgarien,0.14176693981342098
afghanistan,chile,0.30004113262302623
afghanistan,china,0.22383668644289542
afghanistan,dänemark,0.10659409106043187
afghanistan,estland,0.17293853837485976
afghanistan,finnland,0.10063214316135582
afghanistan,frankreich,0.21718224190230417
afghanistan,georgien,0.3250196599617775
afghanistan,ghana,0.2167463652379682
afghanistan,griechenland,0.2658696518122237
afghanistan,hongkong,0.17291418764337185
afghanistan,indien,0.25298906377497776
afghanistan,indonesien,0.3115343226401782
afghanistan,irak,0.4575756507384421
afghanistan,iran,0.40436321163251104
afghanistan,irland,0.1603778524608503
afghanistan,island,0.13718730841364107
afghanistan,israel,0.30820713892347434
afghanistan,italien,0.16768776573958089
afghanistan,japan,0.2921409891834091
afghanistan,kambodscha,0.2685950993648054
afghanistan,kanada,0.09394557248351271
afghanistan,kasachstan,0.22432951215957925
afghanistan,kenia,0.2688372474678644
afghanistan,kolumbien,0.2698323373732462
afghanistan,kongo,0.3305054237489678
afghanistan,kroatien,0.26334757959569655
afghanistan,kuba,0.3006508509909316
afghanistan,lettland,0.12328122332340785
afghanistan,libyen,0.47549959815507903
afghanistan,litauen,0.11693906539540519
afghanistan,luxemburg,0.09949719026955353
afghanistan,malaysia,0.20151192618990443
afghanistan,mali,0.5482525865529561
afghanistan,malta,0.2131940095509176
afghanistan,mazedonien,0.21813164177348213
afghanistan,mexiko,0.2570584142905355
afghanistan,montenegro,0.21455995429518704
afghanistan,mosambik,0.26324211145101484
afghanistan,namibia,0.27640197898249586
afghanistan,nepal,0.296025724862804
afghanistan,neuseeland,0.18077790616589196
afghanistan,niederlande,0.0641694838461754
afghanistan,niger,0.2503093808020217
afghanistan,nigeria,0.2914347888931372
afghanistan,nordkorea,0.2893456428743351
afghanistan,norwegen,0.11138482820448466
afghanistan,österreich,0.1166817100558404
afghanistan,pakistan,0.5125331760949889
afghanistan,philippinen,0.21750762836622656
afghanistan,polen,0.14889520204743883
afghanistan,portugal,0.1626742767952768
afghanistan,ruanda,0.29542463027152843
afghanistan,rumänien,0.12295381572881764
afghanistan,saudi_arabien,0.39795690305358694
afghanistan,schweden,0.11688179892593797
afghanistan,schweiz,0.1489727194699695
afghanistan,senegal,0.22719071263832571
afghanistan,serbien,0.2850905970643949
afghanistan,singapur,0.1942892571642378
afghanistan,slowakei,0.0783496670930339
afghanistan,slowenien,0.21959090201565842
afghanistan,somalia,0.45597586591435546
afghanistan,spanien,0.1130508891803039
afghanistan,südafrika,0.25183242502557734
afghanistan,sudan,0.4196375857419467
afghanistan,südkorea,0.1943982203600395
afghanistan,südsudan,0.43327346094242625
afghanistan,syrien,0.4562314416939558
afghanistan,tansania,0.30153543554266804
afghanistan,thailand,0.27043361652119147
afghanistan,tschechien,0.11507395393854251
afghanistan,türkei,0.27392589497771613
afghanistan,uganda,0.2956810974310902
afghanistan,ukraine,0.16175467797784152
afghanistan,ungarn,0.19322371707719185
afghanistan,usa,0.2607616867616901
afghanistan,vereinigtes_königreich,0.11561535411781614
afghanistan,vietnam,0.23365329351624647
afghanistan,zypern,0.14484866739301394
ägypten,albanien,0.26990607345220596
ägypten,algerien,0.46033059705060153
ägypten,angola,0.3346958825249314
ägypten,argentinien,0.34074578721307464
ägypten,armenien,0.35121443845047584
